Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"SOURCEBUS", 115, 1,    64511.7,   -8.3,   0.97163, 2,    64523.7, -128.3,   0.97181, 3,    64527.7,  111.7,   0.97187
"CKT7", 12.47, 1,    6986.52,  -38.5,   0.97041, 2,    6986.13, -158.5,   0.97036, 3,    6987.89,   81.5,    0.9706
"318405", 12.47, 1,    6986.52,  -38.5,   0.97041, 2,    6986.13, -158.5,   0.97036, 3,    6987.89,   81.5,    0.9706
"318412", 12.47, 1,    6986.52,  -38.5,   0.97041, 2,    6986.13, -158.5,   0.97036, 3,    6987.89,   81.5,    0.9706
"318414", 12.47, 1,    6986.52,  -38.5,   0.97041, 2,    6986.13, -158.5,   0.97036, 3,    6987.89,   81.5,    0.9706
"157345", 12.47, 1,    6982.71,  -38.5,   0.96988, 2,    6985.72, -158.5,    0.9703, 3,    6984.52,   81.5,   0.97013
"157346", 12.47, 1,    6982.71,  -38.5,   0.96988, 2,    6985.72, -158.5,    0.9703, 3,    6984.53,   81.5,   0.97013
"165442", 12.47, 1,    6982.63,  -38.5,   0.96987, 2,     6985.7, -158.5,    0.9703, 3,    6984.41,   81.5,   0.97012
"298160", 12.47, 1,    6978.48,  -38.5,   0.96929, 2,    6983.77, -158.5,   0.97003, 3,    6978.76,   81.5,   0.96933
"165448", 12.47, 1,     6976.1,  -38.6,   0.96896, 2,    6982.83, -158.5,    0.9699, 3,    6976.55,   81.5,   0.96902
"275354", 12.47, 1,    6968.57,  -38.7,   0.96792, 2,    6978.96, -158.5,   0.96936, 3,    6966.56,   81.4,   0.96764
"165449", 12.47, 1,    6967.99,  -38.7,   0.96784, 2,    6978.68, -158.5,   0.96932, 3,    6965.78,   81.4,   0.96753
"165450", 12.47, 1,    6967.99,  -38.7,   0.96784, 2,    6978.68, -158.5,   0.96932, 3,    6965.78,   81.4,   0.96753
"165453", 12.47, 1,     6965.1,  -38.7,   0.96743, 2,     6976.6, -158.6,   0.96903, 3,    6962.25,   81.4,   0.96704
"165454", 12.47, 1,    6964.52,  -38.7,   0.96735, 2,       6976, -158.6,   0.96895, 3,    6961.66,   81.4,   0.96696
"165451", 12.47, 1,    6966.01,  -38.7,   0.96756, 2,    6977.71, -158.6,   0.96919, 3,    6963.11,   81.4,   0.96716
"238402", 12.47, 1,    6964.15,  -38.7,    0.9673, 2,    6975.63, -158.6,    0.9689, 3,    6961.28,   81.4,    0.9669
"165455", 12.47, 1,    6961.61,  -38.7,   0.96695, 2,    6973.09, -158.6,   0.96854, 3,    6958.75,   81.4,   0.96655
"165456", 12.47, 1,    6961.63,  -38.7,   0.96695, 2,    6973.11, -158.6,   0.96855, 3,    6958.76,   81.4,   0.96655
"165452", 12.47, 1,    6962.61,  -38.7,   0.96709, 2,     6974.1, -158.6,   0.96868, 3,    6959.75,   81.4,   0.96669
"283563", 12.47, 1,    6961.82,  -38.7,   0.96698, 2,     6973.3, -158.6,   0.96857, 3,    6958.95,   81.4,   0.96658
"165457", 12.47, 1,    6961.52,  -38.7,   0.96694, 2,       6973, -158.6,   0.96853, 3,    6958.66,   81.4,   0.96654
"165458", 12.47, 1,    6965.14,  -38.7,   0.96744, 2,    6976.83, -158.6,   0.96906, 3,    6962.23,   81.4,   0.96704
"165459", 12.47, 1,    6965.18,  -38.7,   0.96745, 2,    6976.87, -158.6,   0.96907, 3,    6962.27,   81.4,   0.96704
"165460", 12.47, 1,    6964.93,  -38.7,   0.96741, 2,    6976.62, -158.6,   0.96904, 3,    6962.02,   81.4,   0.96701
"165461", 12.47, 1,       6962,  -38.7,     0.967, 2,    6973.69, -158.6,   0.96863, 3,    6959.09,   81.4,    0.9666
"165463", 12.47, 1,    6961.09,  -38.7,   0.96688, 2,    6972.78, -158.6,    0.9685, 3,    6958.18,   81.4,   0.96647
"165462", 12.47, 1,    6960.39,  -38.7,   0.96678, 2,    6972.08, -158.6,    0.9684, 3,    6957.48,   81.4,   0.96638
"165465", 12.47, 1,    6961.02,  -38.7,   0.96687, 2,     6972.7, -158.6,   0.96849, 3,    6958.11,   81.4,   0.96646
"165466", 12.47, 1,       6962,  -38.7,     0.967, 2,    6973.68, -158.6,   0.96863, 3,    6959.09,   81.4,    0.9666
"165467", 12.47, 1,    6961.16,  -38.7,   0.96689, 2,    6975.38, -158.6,   0.96886, 3,     6957.7,   81.4,   0.96641
"165468", 12.47, 1,    6960.79,  -38.7,   0.96684, 2,    6975.37, -158.6,   0.96886, 3,    6957.05,   81.3,   0.96632
"165475", 12.47, 1,    6968.19,  -38.7,   0.96786, 2,    6982.52, -158.5,   0.96985, 3,    6964.16,   81.4,    0.9673
"165476", 12.47, 1,    6968.25,  -38.7,   0.96787, 2,    6982.56, -158.5,   0.96986, 3,    6964.23,   81.4,   0.96731
"165477", 12.47, 1,     6967.9,  -38.7,   0.96782, 2,     6982.2, -158.5,   0.96981, 3,    6963.87,   81.4,   0.96726
"273626", 12.47, 1,    6965.83,  -38.7,   0.96754, 2,    6980.31, -158.5,   0.96955, 3,    6961.81,   81.4,   0.96698
"165469", 12.47, 1,    6960.44,  -38.8,   0.96679, 2,    6975.36, -158.6,   0.96886, 3,    6956.42,   81.3,   0.96623
"165480", 12.47, 1,    6959.85,  -38.8,   0.96671, 2,    6975.38, -158.6,   0.96886, 3,    6955.36,   81.3,   0.96608
"165478", 12.47, 1,    6959.44,  -38.8,   0.96665, 2,    6975.39, -158.6,   0.96886, 3,    6954.62,   81.3,   0.96598
"165479", 12.47, 1,    6959.05,  -38.8,   0.96659, 2,    6975.45, -158.6,   0.96887, 3,    6953.88,   81.3,   0.96588
"165484", 12.47, 1,    6959.15,  -38.8,   0.96661, 2,     6975.1, -158.6,   0.96882, 3,    6954.33,   81.3,   0.96594
"165483", 12.47, 1,     6959.2,  -38.8,   0.96661, 2,    6975.15, -158.6,   0.96883, 3,    6954.38,   81.3,   0.96594
"261839", 12.47, 1,    6959.22,  -38.8,   0.96662, 2,    6975.17, -158.6,   0.96883, 3,     6954.4,   81.3,   0.96595
"261838", 12.47, 1,    6959.23,  -38.8,   0.96662, 2,    6975.18, -158.6,   0.96884, 3,    6954.41,   81.3,   0.96595
"165486", 12.47, 1,    6958.91,  -38.8,   0.96658, 2,    6975.47, -158.6,   0.96887, 3,    6953.86,   81.3,   0.96587
"165485", 12.47, 1,    6958.87,  -38.8,   0.96657, 2,    6975.48, -158.6,   0.96888, 3,    6953.86,   81.3,   0.96587
"165487", 12.47, 1,    6958.52,  -38.8,   0.96652, 2,    6975.52, -158.6,   0.96888, 3,    6952.81,   81.3,   0.96573
"165488", 12.47, 1,     6957.8,  -38.8,   0.96642, 0, 0, 0, 0, 0, 0, 0, 0
"165489", 12.47, 1,    6957.83,  -38.8,   0.96643, 0, 0, 0, 0, 0, 0, 0, 0
"165491", 12.47, 1,    6957.39,  -38.8,   0.96636, 0, 0, 0, 0, 0, 0, 0, 0
"165490", 12.47, 1,    6956.97,  -38.8,   0.96631, 0, 0, 0, 0, 0, 0, 0, 0
"165494", 12.47, 1,    6956.55,  -38.8,   0.96625, 0, 0, 0, 0, 0, 0, 0, 0
"165492", 12.47, 1,    6956.45,  -38.8,   0.96623, 0, 0, 0, 0, 0, 0, 0, 0
"165493", 12.47, 1,    6956.22,  -38.8,    0.9662, 0, 0, 0, 0, 0, 0, 0, 0
"283952", 12.47, 1,    6958.22,  -38.9,   0.96648, 2,     6975.4, -158.6,   0.96887, 3,    6951.66,   81.3,   0.96557
"165500", 12.47, 1,    6957.27,  -38.9,   0.96635, 2,    6975.03, -158.7,   0.96881, 3,    6948.85,   81.2,   0.96518
"165501", 12.47, 1,    6957.26,  -38.9,   0.96635, 2,    6975.03, -158.7,   0.96881, 3,    6948.85,   81.2,   0.96518
"165495", 12.47, 1,    6957.31,  -38.9,   0.96635, 2,    6975.07, -158.7,   0.96882, 3,    6948.89,   81.2,   0.96518
"165503", 12.47, 1,    6957.15,  -38.9,   0.96633, 2,    6974.91, -158.7,    0.9688, 3,    6948.73,   81.2,   0.96516
"165504", 12.47, 1,    6902.29,  -39.2,   0.95871, 2,    6928.97, -158.9,   0.96242, 3,    6884.63,   80.9,   0.95626
"181883", 12.47, 1,    6895.55,  -39.5,   0.95777, 2,    6922.94, -159.2,   0.96158, 3,       6877,   80.7,    0.9552
"158676", 12.47, 1,    6895.55,  -39.5,   0.95777, 2,    6922.94, -159.2,   0.96158, 3,       6877,   80.7,    0.9552
"181889", 12.47, 1,    6892.79,  -39.5,   0.95739, 2,    6919.97, -159.2,   0.96117, 3,    6874.71,   80.7,   0.95488
"181890", 12.47, 1,    6892.77,  -39.5,   0.95739, 2,    6919.95, -159.2,   0.96116, 3,     6874.7,   80.7,   0.95488
"181891", 12.47, 1,    6890.26,  -39.5,   0.95704, 2,    6917.26, -159.2,   0.96079, 3,     6872.8,   80.7,   0.95461
"181892", 12.47, 1,    6890.21,  -39.5,   0.95703, 2,    6917.21, -159.2,   0.96078, 3,    6872.77,   80.7,   0.95461
"181884", 12.47, 1,    6893.35,  -39.5,   0.95747, 2,    6920.56, -159.2,   0.96125, 3,    6875.18,   80.7,   0.95494
"181886", 12.47, 1,    6892.83,  -39.5,    0.9574, 2,    6920.01, -159.2,   0.96117, 3,    6874.75,   80.7,   0.95489
"181888", 12.47, 1,    6891.49,  -39.5,   0.95721, 2,    6918.55, -159.2,   0.96097, 3,     6873.7,   80.7,   0.95474
"181885", 12.47, 1,    6890.62,  -39.5,   0.95709, 2,    6917.61, -159.2,   0.96084, 3,    6873.07,   80.7,   0.95465
"181887", 12.47, 1,    6890.51,  -39.5,   0.95707, 2,     6917.5, -159.2,   0.96082, 3,    6872.98,   80.7,   0.95464
"181893", 12.47, 1,    6892.75,  -39.5,   0.95738, 2,    6919.93, -159.2,   0.96116, 3,    6874.67,   80.7,   0.95487
"181894", 12.47, 1,    6890.16,  -39.5,   0.95703, 2,    6917.15, -159.2,   0.96077, 3,    6872.63,   80.7,   0.95459
"181895", 12.47, 1,    6890.16,  -39.5,   0.95703, 2,    6917.15, -159.2,   0.96077, 3,    6872.63,   80.7,   0.95459
"181896", 12.47, 1,    6890.16,  -39.5,   0.95703, 2,    6917.15, -159.2,   0.96077, 3,    6872.63,   80.7,   0.95459
"181897", 12.47, 1,    6890.16,  -39.5,   0.95703, 2,    6917.15, -159.2,   0.96077, 3,    6872.63,   80.7,   0.95459
"181898", 12.47, 1,    6889.19,  -39.5,   0.95689, 0, 0, 0, 0, 0, 0, 0, 0
"181899", 12.47, 1,    6888.46,  -39.5,   0.95679, 0, 0, 0, 0, 0, 0, 0, 0
"181900", 12.47, 1,    6888.28,  -39.5,   0.95676, 0, 0, 0, 0, 0, 0, 0, 0
"181901", 12.47, 1,    6888.09,  -39.5,   0.95674, 0, 0, 0, 0, 0, 0, 0, 0
"181902", 12.47, 1,     6887.9,  -39.5,   0.95671, 0, 0, 0, 0, 0, 0, 0, 0
"181908", 12.47, 3,    6872.48,   80.7,   0.95457, 0, 0, 0, 0, 0, 0, 0, 0
"181903", 12.47, 3,    6872.47,   80.7,   0.95457, 0, 0, 0, 0, 0, 0, 0, 0
"181904", 12.47, 3,    6872.42,   80.7,   0.95456, 0, 0, 0, 0, 0, 0, 0, 0
"181905", 12.47, 3,    6872.19,   80.7,   0.95453, 0, 0, 0, 0, 0, 0, 0, 0
"181909", 12.47, 3,    6872.11,   80.7,   0.95452, 0, 0, 0, 0, 0, 0, 0, 0
"181907", 12.47, 3,     6872.1,   80.7,   0.95452, 0, 0, 0, 0, 0, 0, 0, 0
"181906", 12.47, 3,    6872.08,   80.7,   0.95451, 0, 0, 0, 0, 0, 0, 0, 0
"181910", 12.47, 2,    6914.71, -159.2,   0.96044, 0, 0, 0, 0, 0, 0, 0, 0
"181911", 12.47, 2,    6914.27, -159.2,   0.96037, 0, 0, 0, 0, 0, 0, 0, 0
"181916", 12.47, 2,    6913.77, -159.2,    0.9603, 0, 0, 0, 0, 0, 0, 0, 0
"181915", 12.47, 2,    6913.68, -159.2,   0.96029, 0, 0, 0, 0, 0, 0, 0, 0
"181912", 12.47, 2,    6913.62, -159.2,   0.96028, 0, 0, 0, 0, 0, 0, 0, 0
"181913", 12.47, 2,    6913.49, -159.2,   0.96027, 0, 0, 0, 0, 0, 0, 0, 0
"181914", 12.47, 2,    6913.49, -159.2,   0.96027, 0, 0, 0, 0, 0, 0, 0, 0
"181917", 12.47, 1,    6898.91,  -39.5,   0.95824, 2,    6926.36, -159.1,   0.96205, 3,    6879.12,   80.7,   0.95549
"181920", 12.47, 1,    6898.91,  -39.5,   0.95824, 2,    6926.36, -159.1,   0.96205, 3,    6879.12,   80.7,   0.95549
"181918", 12.47, 1,    6899.04,  -39.5,   0.95826, 2,    6926.49, -159.1,   0.96207, 3,     6879.2,   80.7,    0.9555
"181919", 12.47, 1,    6899.34,  -39.4,    0.9583, 2,    6926.85, -159.1,   0.96212, 3,    6879.41,   80.7,   0.95553
"152566", 12.47, 1,    6899.34,  -39.4,    0.9583, 2,    6926.85, -159.1,   0.96212, 3,    6879.41,   80.7,   0.95553
"181925", 12.47, 1,    6898.99,  -39.5,   0.95825, 2,    6926.35, -159.1,   0.96205, 3,    6879.15,   80.7,    0.9555
"181926", 12.47, 1,    6899.07,  -39.5,   0.95826, 2,    6926.43, -159.1,   0.96206, 3,    6879.23,   80.7,   0.95551
"181927", 12.47, 1,    6899.05,  -39.5,   0.95826, 2,    6926.42, -159.1,   0.96206, 3,    6879.22,   80.7,   0.95551
"181928", 12.47, 1,    6898.79,  -39.5,   0.95822, 2,    6926.15, -159.1,   0.96202, 3,    6878.95,   80.7,   0.95547
"181924", 12.47, 1,    6899.34,  -39.4,    0.9583, 2,    6926.85, -159.1,   0.96212, 3,    6879.41,   80.7,   0.95553
"181933", 12.47, 3,    6881.12,   80.8,   0.95577, 0, 0, 0, 0, 0, 0, 0, 0
"181934", 12.47, 3,    6881.06,   80.8,   0.95576, 0, 0, 0, 0, 0, 0, 0, 0
"255317", 12.47, 1,     6900.2,  -39.4,   0.95842, 2,     6927.8, -159.1,   0.96225, 3,    6880.13,   80.7,   0.95563
"181929", 12.47, 1,    6900.95,  -39.4,   0.95852, 2,    6928.69, -159.1,   0.96238, 3,    6880.64,   80.7,    0.9557
"181936", 12.47, 1,    6901.55,  -39.4,   0.95861, 2,    6929.36, -159.1,   0.96247, 3,    6881.11,   80.8,   0.95577
"181932", 12.47, 1,    6902.01,  -39.4,   0.95867, 2,    6929.87, -159.0,   0.96254, 3,    6881.46,   80.8,   0.95582
"181939", 12.47, 1,    6898.62,  -39.5,    0.9582, 2,    6926.02, -159.1,   0.96201, 3,    6878.81,   80.7,   0.95545
"181940", 12.47, 1,    6898.62,  -39.5,    0.9582, 2,    6926.02, -159.1,   0.96201, 3,    6878.81,   80.7,   0.95545
"181937", 12.47, 1,    6898.97,  -39.5,   0.95825, 2,    6926.38, -159.1,   0.96206, 3,    6879.17,   80.7,    0.9555
"181938", 12.47, 1,    6898.62,  -39.5,    0.9582, 2,    6926.03, -159.1,   0.96201, 3,    6878.81,   80.7,   0.95545
"181941", 12.47, 1,    6898.62,  -39.5,    0.9582, 2,    6926.02, -159.1,   0.96201, 3,    6878.81,   80.7,   0.95545
"181943", 12.47, 3,    6882.12,   80.8,   0.95591, 0, 0, 0, 0, 0, 0, 0, 0
"181944", 12.47, 3,    6882.08,   80.8,    0.9559, 0, 0, 0, 0, 0, 0, 0, 0
"181945", 12.47, 1,    6902.52,  -39.4,   0.95874, 2,    6930.39, -159.0,   0.96261, 3,    6882.26,   80.8,   0.95593
"181942", 12.47, 1,    6902.24,  -39.3,    0.9587, 2,    6930.13, -159.0,   0.96258, 3,     6882.3,   80.8,   0.95593
"236964", 12.47, 1,    6901.94,  -39.3,   0.95866, 0, 0, 0, 0, 0, 0, 0, 0
"181946", 12.47, 1,    6901.23,  -39.3,   0.95856, 0, 0, 0, 0, 0, 0, 0, 0
"181953", 12.47, 1,    6901.08,  -39.3,   0.95854, 0, 0, 0, 0, 0, 0, 0, 0
"181947", 12.47, 1,    6901.11,  -39.3,   0.95855, 0, 0, 0, 0, 0, 0, 0, 0
"181950", 12.47, 1,    6901.06,  -39.3,   0.95854, 0, 0, 0, 0, 0, 0, 0, 0
"181948", 12.47, 1,    6900.94,  -39.3,   0.95852, 0, 0, 0, 0, 0, 0, 0, 0
"181951", 12.47, 1,    6900.92,  -39.3,   0.95852, 0, 0, 0, 0, 0, 0, 0, 0
"181952", 12.47, 1,    6900.91,  -39.3,   0.95852, 0, 0, 0, 0, 0, 0, 0, 0
"181954", 12.47, 1,    6900.75,  -39.4,    0.9585, 0, 0, 0, 0, 0, 0, 0, 0
"181949", 12.47, 1,    6900.78,  -39.4,    0.9585, 0, 0, 0, 0, 0, 0, 0, 0
"181955", 12.47, 1,    6900.73,  -39.4,   0.95849, 0, 0, 0, 0, 0, 0, 0, 0
"181956", 12.47, 1,    6900.96,  -39.4,   0.95852, 0, 0, 0, 0, 0, 0, 0, 0
"236966", 12.47, 1,     6901.9,  -39.4,   0.95866, 0, 0, 0, 0, 0, 0, 0, 0
"181957", 12.47, 3,    6880.85,   80.8,   0.95573, 0, 0, 0, 0, 0, 0, 0, 0
"181958", 12.47, 3,    6880.36,   80.8,   0.95566, 0, 0, 0, 0, 0, 0, 0, 0
"181967", 12.47, 3,     6879.2,   80.8,    0.9555, 0, 0, 0, 0, 0, 0, 0, 0
"181966", 12.47, 3,    6878.82,   80.8,   0.95545, 0, 0, 0, 0, 0, 0, 0, 0
"181965", 12.47, 3,    6878.48,   80.8,    0.9554, 0, 0, 0, 0, 0, 0, 0, 0
"181959", 12.47, 3,    6878.36,   80.8,   0.95539, 0, 0, 0, 0, 0, 0, 0, 0
"181963", 12.47, 3,       6880,   80.8,   0.95561, 0, 0, 0, 0, 0, 0, 0, 0
"181964", 12.47, 3,    6879.86,   80.8,    0.9556, 0, 0, 0, 0, 0, 0, 0, 0
"181960", 12.47, 3,     6879.8,   80.8,   0.95559, 0, 0, 0, 0, 0, 0, 0, 0
"181961", 12.47, 3,    6879.77,   80.8,   0.95558, 0, 0, 0, 0, 0, 0, 0, 0
"181962", 12.47, 3,    6879.69,   80.8,   0.95557, 0, 0, 0, 0, 0, 0, 0, 0
"181969", 12.47, 1,    6901.95,  -39.3,   0.95866, 2,    6929.64, -159.0,   0.96251, 3,    6882.59,   80.8,   0.95597
"181970", 12.47, 1,    6902.01,  -39.3,   0.95867, 2,    6929.68, -159.0,   0.96252, 3,    6882.64,   80.8,   0.95598
"181971", 12.47, 1,    6901.07,  -39.3,   0.95854, 2,    6928.85, -159.0,    0.9624, 3,    6881.85,   80.8,   0.95587
"181972", 12.47, 1,    6901.06,  -39.3,   0.95854, 2,    6928.85, -159.0,    0.9624, 3,    6881.85,   80.8,   0.95587
"181973", 12.47, 1,    6899.21,  -39.3,   0.95828, 2,    6926.99, -159.0,   0.96214, 3,    6880.14,   80.8,   0.95563
"181974", 12.47, 1,    6899.16,  -39.3,   0.95828, 2,    6926.95, -159.0,   0.96214, 3,     6880.1,   80.8,   0.95563
"181968", 12.47, 1,    6902.06,  -39.3,   0.95868, 2,    6929.72, -159.0,   0.96252, 3,    6882.68,   80.8,   0.95599
"181979", 12.47, 1,    6901.07,  -39.3,   0.95854, 2,    6928.85, -159.0,    0.9624, 3,    6881.86,   80.8,   0.95587
"181976", 12.47, 1,    6900.33,  -39.3,   0.95844, 2,     6928.2, -159.0,   0.96231, 3,    6881.24,   80.8,   0.95579
"181977", 12.47, 1,    6899.45,  -39.3,   0.95832, 2,    6927.24, -159.0,   0.96218, 3,    6880.38,   80.8,   0.95567
"181978", 12.47, 1,    6899.45,  -39.3,   0.95832, 2,    6927.21, -159.0,   0.96217, 3,    6880.39,   80.8,   0.95567
"181975", 12.47, 2,    6927.13, -159.0,   0.96216, 0, 0, 0, 0, 0, 0, 0, 0
"181982", 12.47, 2,    6927.13, -159.0,   0.96216, 0, 0, 0, 0, 0, 0, 0, 0
"181980", 12.47, 1,    6898.77,  -39.3,   0.95822, 2,    6926.55, -159.0,   0.96208, 3,     6879.7,   80.8,   0.95557
"181981", 12.47, 1,    6901.05,  -39.3,   0.95854, 2,    6928.83, -159.0,    0.9624, 3,    6881.83,   80.8,   0.95587
"261881", 12.47, 1,     6902.1,  -39.2,   0.95868, 2,    6928.74, -158.9,   0.96238, 3,    6884.26,   80.9,   0.95621
"181987", 12.47, 1,    6884.79,  -39.5,   0.95628, 2,    6912.11, -159.2,   0.96007, 3,    6864.97,   80.7,   0.95353
"181988", 12.47, 1,    6884.65,  -39.5,   0.95626, 2,    6911.97, -159.2,   0.96005, 3,    6864.82,   80.7,   0.95351
"181985", 12.47, 1,     6895.8,  -39.5,   0.95781, 2,    6923.15, -159.1,   0.96161, 3,    6875.96,   80.7,   0.95505
"181986", 12.47, 1,    6894.85,  -39.5,   0.95768, 2,    6922.19, -159.1,   0.96147, 3,       6875,   80.7,   0.95492
"181989", 12.47, 1,    6884.33,  -39.5,   0.95622, 2,    6911.65, -159.2,   0.96001, 3,     6864.5,   80.7,   0.95346
"181992", 12.47, 1,    6883.96,  -39.5,   0.95616, 2,    6911.28, -159.2,   0.95996, 3,    6864.13,   80.7,   0.95341
"181990", 12.47, 1,     6883.7,  -39.5,   0.95613, 2,    6911.02, -159.2,   0.95992, 3,    6863.87,   80.7,   0.95337
"181991", 12.47, 1,    6880.36,  -39.5,   0.95566, 2,    6907.66, -159.2,   0.95946, 3,    6860.53,   80.7,   0.95291
"181993", 12.47, 1,    6900.84,  -39.5,   0.95851, 2,    6927.83, -159.2,   0.96226, 3,     6880.9,   80.7,   0.95574
"181994", 12.47, 1,    6899.39,  -39.5,   0.95831, 2,    6925.56, -159.2,   0.96194, 3,    6879.23,   80.6,   0.95551
"181995", 12.47, 1,    6898.91,  -39.5,   0.95824, 2,    6924.81, -159.2,   0.96184, 3,    6878.68,   80.6,   0.95543
"181996", 12.47, 1,    6898.48,  -39.5,   0.95818, 2,    6924.13, -159.2,   0.96174, 3,    6878.17,   80.6,   0.95536
"181997", 12.47, 1,    6898.06,  -39.5,   0.95812, 2,    6923.47, -159.2,   0.96165, 3,    6877.69,   80.6,   0.95529
"181998", 12.47, 1,    6898.48,  -39.5,   0.95818, 2,    6924.13, -159.2,   0.96174, 3,    6878.17,   80.6,   0.95536
"181999", 12.47, 1,    6898.48,  -39.5,   0.95818, 2,    6924.13, -159.2,   0.96174, 3,    6878.17,   80.6,   0.95536
"182000", 12.47, 1,    6898.06,  -39.5,   0.95812, 2,    6923.47, -159.2,   0.96165, 3,    6877.69,   80.6,   0.95529
"182001", 12.47, 1,    6898.06,  -39.5,   0.95812, 2,    6923.47, -159.2,   0.96165, 3,    6877.69,   80.6,   0.95529
"182002", 12.47, 1,    6898.06,  -39.5,   0.95812, 2,    6923.47, -159.2,   0.96165, 3,    6877.69,   80.6,   0.95529
"182003", 12.47, 1,    6898.48,  -39.5,   0.95818, 2,    6924.13, -159.2,   0.96174, 3,    6878.17,   80.6,   0.95536
"182004", 12.47, 1,    6897.78,  -39.5,   0.95808, 2,    6923.04, -159.2,   0.96159, 3,    6877.37,   80.6,   0.95525
"182005", 12.47, 1,    6897.75,  -39.5,   0.95808, 2,       6923, -159.2,   0.96159, 3,    6877.33,   80.6,   0.95524
"182006", 12.47, 1,    6897.73,  -39.5,   0.95808, 2,    6922.98, -159.2,   0.96158, 3,    6877.31,   80.6,   0.95524
"210023", 12.47, 1,     6897.7,  -39.5,   0.95807, 2,    6922.95, -159.2,   0.96158, 3,    6877.29,   80.6,   0.95524
"182012", 12.47, 1,    6896.24,  -39.5,   0.95787, 2,     6920.8, -159.2,   0.96128, 3,    6875.51,   80.6,   0.95499
"182013", 12.47, 1,    6896.24,  -39.5,   0.95787, 2,     6920.8, -159.2,   0.96128, 3,    6875.51,   80.6,   0.95499
"182015", 12.47, 1,     6895.4,  -39.5,   0.95775, 2,    6919.57, -159.2,   0.96111, 3,    6874.51,   80.6,   0.95485
"182016", 12.47, 1,    6895.48,  -39.5,   0.95776, 2,    6919.71, -159.2,   0.96113, 3,     6874.6,   80.6,   0.95486
"182011", 12.47, 1,    6896.24,  -39.5,   0.95787, 2,     6920.8, -159.2,   0.96128, 3,    6875.51,   80.6,   0.95499
"182014", 12.47, 1,    6895.86,  -39.5,   0.95782, 2,    6920.26, -159.2,   0.96121, 3,    6875.06,   80.6,   0.95493
"182018", 12.47, 1,    6895.26,  -39.5,   0.95773, 2,    6919.37, -159.2,   0.96108, 3,    6874.34,   80.6,   0.95483
"182019", 12.47, 1,    6894.89,  -39.5,   0.95768, 2,    6918.83, -159.2,   0.96101, 3,     6873.9,   80.6,   0.95477
"182020", 12.47, 1,    6893.64,  -39.5,   0.95751, 2,       6917, -159.2,   0.96075, 3,    6872.39,   80.6,   0.95456
"182017", 12.47, 1,    6892.69,  -39.5,   0.95738, 2,    6915.59, -159.2,   0.96056, 3,    6871.24,   80.6,    0.9544
"182022", 12.47, 1,    6892.63,  -39.5,   0.95737, 2,    6915.26, -159.2,   0.96051, 3,    6871.28,   80.6,    0.9544
"182021", 12.47, 1,    6892.63,  -39.5,   0.95737, 2,    6915.14, -159.2,    0.9605, 3,    6871.31,   80.6,   0.95441
"182024", 12.47, 1,    6891.91,  -39.5,   0.95727, 2,    6914.75, -159.2,   0.96044, 3,    6870.19,   80.6,   0.95425
"182025", 12.47, 1,     6891.9,  -39.5,   0.95727, 2,    6914.74, -159.2,   0.96044, 3,    6870.18,   80.6,   0.95425
"182023", 12.47, 1,    6891.96,  -39.5,   0.95728, 2,     6914.8, -159.2,   0.96045, 3,    6870.24,   80.6,   0.95426
"215930", 12.47, 1,    6891.21,  -39.5,   0.95717, 2,    6913.97, -159.2,   0.96033, 3,    6869.14,   80.6,   0.95411
"182027", 12.47, 1,    6891.78,  -39.5,   0.95725, 2,    6914.62, -159.2,   0.96042, 3,    6870.06,   80.6,   0.95423
"247589", 12.47, 1,    6896.24,  -39.5,   0.95787, 2,     6920.8, -159.2,   0.96128, 3,    6875.51,   80.6,   0.95499
"182030", 12.47, 1,    6896.24,  -39.5,   0.95787, 2,     6920.8, -159.2,   0.96128, 3,    6875.51,   80.6,   0.95499
"182148", 12.47, 1,    6887.77,  -39.5,   0.95669, 2,    6910.26, -159.2,   0.95982, 3,    6864.45,   80.6,   0.95345
"182149", 12.47, 1,    6887.83,  -39.5,    0.9567, 2,    6910.32, -159.2,   0.95983, 3,    6864.51,   80.6,   0.95346
"182153", 12.47, 1,    6888.45,  -39.5,   0.95679, 2,    6910.96, -159.2,   0.95991, 3,    6865.14,   80.6,   0.95355
"182152", 12.47, 1,    6889.18,  -39.5,   0.95689, 2,    6911.79, -159.2,   0.96003, 3,    6866.18,   80.6,    0.9537
"182154", 12.47, 1,    6889.18,  -39.5,   0.95689, 2,    6911.79, -159.2,   0.96003, 3,    6866.18,   80.6,    0.9537
"215932", 12.47, 1,    6889.85,  -39.5,   0.95698, 2,    6912.54, -159.2,   0.96013, 3,    6867.12,   80.6,   0.95383
"182155", 12.47, 1,    6889.85,  -39.5,   0.95698, 2,    6912.53, -159.2,   0.96013, 3,    6867.09,   80.6,   0.95382
"182156", 12.47, 1,    6889.85,  -39.5,   0.95698, 2,    6912.53, -159.2,   0.96013, 3,    6867.09,   80.6,   0.95382
"182157", 12.47, 1,    6886.56,  -39.5,   0.95653, 2,    6909.02, -159.2,   0.95965, 3,    6863.23,   80.6,   0.95328
"182158", 12.47, 1,     6886.4,  -39.5,    0.9565, 2,    6908.87, -159.2,   0.95962, 3,    6863.07,   80.6,   0.95326
