SmartMeter_ID,Load_Name,Bus1,Base_Bus,Phases,kV,kW,pf,xfkVA
SM_854,1003130-D167,S167X_1003130,S167X_1003130,3,0.208,0.0001,0.9,2.97625
SM_855,1003130-D168,S168X_1003130,S168X_1003130,3,0.208,0.0001,0.9,2.97625
SM_856,1003140-D1,S1X_1003140,S1X_1003140,3,0.208,0.0001,0.9,166.67
SM_857,1003140-D2,S2X_1003140,S2X_1003140,3,0.208,0.0001,0.9,166.67
SM_858,1003140-D3,S3X_1003140,S3X_1003140,3,0.208,0.0001,0.9,166.67
SM_859,1007732-DA1,S1X_1007732.1,S1X_1007732,1,0.24,0.0001,0.9,25
SM_860,1007732-DB1,S1X_1007732.2,S1X_1007732,1,0.24,0.0001,0.9,25
SM_861,1007732-DC1,S1X_1007732.3,S1X_1007732,1,0.24,0.0001,0.9,25
SM_862,1007805-DA1,S1X_1007805.1,S1X_1007805,1,0.24,0.0001,0.9,12.5
SM_863,1007805-DA2,S2X_1007805.1,S2X_1007805,1,0.24,0.0001,0.9,12.5
SM_864,1007805-DB1,S1X_1007805.2,S1X_1007805,1,0.24,0.0001,0.9,12.5
SM_865,1007805-DB2,S2X_1007805.2,S2X_1007805,1,0.24,0.0001,0.9,12.5
SM_866,1007805-DC1,S1X_1007805.3,S1X_1007805,1,0.24,0.0001,0.9,12.5
SM_867,1007805-DC2,S2X_1007805.3,S2X_1007805,1,0.24,0.0001,0.9,12.5
